block_position,num_distributions,vocab_values,bin_left,bin_right,count,rate
3,5951,904171136,0.1,0.125,746,8.25065046093221e-07
3,5951,904171136,0.125,0.15000000000000002,595,6.580612633049149e-07
3,5951,904171136,0.15000000000000002,0.17500000000000002,434,4.799976273518202e-07
3,5951,904171136,0.17500000000000002,0.2,401,4.4350011190801826e-07
3,5951,904171136,0.2,0.225,328,3.627631838050623e-07
3,5951,904171136,0.225,0.25,273,3.0193399139872565e-07
3,5951,904171136,0.25,0.275,255,2.8202625570210636e-07
3,5951,904171136,0.275,0.30000000000000004,214,2.366808577264736e-07
3,5951,904171136,0.30000000000000004,0.325,225,2.488466962077409e-07
3,5951,904171136,0.325,0.35000000000000003,196,2.167731220298543e-07
3,5951,904171136,0.35000000000000003,0.375,163,1.8027560658605232e-07
3,5951,904171136,0.375,0.4,156,1.7253370937070037e-07
3,5951,904171136,0.4,0.42500000000000004,162,1.7916962126957346e-07
3,5951,904171136,0.42500000000000004,0.45,141,1.5594392962351765e-07
3,5951,904171136,0.45,0.47500000000000003,130,1.437780911422503e-07
3,5951,904171136,0.47500000000000003,0.5,135,1.4930801772464456e-07
3,5951,904171136,0.5,0.525,107,1.183404288632368e-07
3,5951,904171136,0.525,0.55,117,1.2940028202802527e-07
3,5951,904171136,0.55,0.5750000000000001,109,1.205523994961945e-07
3,5951,904171136,0.5750000000000001,0.6000000000000001,112,1.2387035544563105e-07
3,5951,904171136,0.6000000000000001,0.625,120,1.3271823797746183e-07
3,5951,904171136,0.625,0.65,107,1.183404288632368e-07
3,5951,904171136,0.65,0.675,89,9.843269316661753e-08
3,5951,904171136,0.675,0.7000000000000001,112,1.2387035544563105e-07
3,5951,904171136,0.7000000000000001,0.7250000000000001,135,1.4930801772464456e-07
3,5951,904171136,0.7250000000000001,0.75,110,1.2165838481267333e-07
3,5951,904171136,0.75,0.775,116,1.2829429671154644e-07
3,5951,904171136,0.775,0.8,117,1.2940028202802527e-07
3,5951,904171136,0.8,0.8250000000000001,125,1.3824816455985606e-07
3,5951,904171136,0.8250000000000001,0.8500000000000001,133,1.4709604709168686e-07
3,5951,904171136,0.8500000000000001,0.875,139,1.5373195899055995e-07
3,5951,904171136,0.875,0.9,147,1.6257984152239073e-07
3,5951,904171136,0.9,0.925,181,2.0018334228267158e-07
3,5951,904171136,0.925,0.9500000000000001,214,2.366808577264736e-07
3,5951,904171136,0.9500000000000001,0.9750000000000001,304,3.3621953620956997e-07
3,5951,904171136,0.9750000000000001,1.0,2257,2.4962088592927612e-06
4,5951,904171136,0.0,0.025,904153497,0.9999804915250027
4,5951,904171136,0.025,0.05,4474,4.9481783059263685e-06
4,5951,904171136,0.05,0.07500000000000001,2066,2.284965663845301e-06
4,5951,904171136,0.07500000000000001,0.1,1251,1.3835876309150395e-06
4,5951,904171136,0.1,0.125,942,1.0418381681230753e-06
4,5951,904171136,0.125,0.15000000000000002,708,7.830376040670248e-07
4,5951,904171136,0.15000000000000002,0.17500000000000002,496,5.485687169735089e-07
4,5951,904171136,0.17500000000000002,0.2,462,5.10965216213228e-07
4,5951,904171136,0.2,0.225,395,4.3686420000914515e-07
4,5951,904171136,0.225,0.25,312,3.4506741874140075e-07
4,5951,904171136,0.25,0.275,302,3.3400756557661225e-07
4,5951,904171136,0.275,0.30000000000000004,270,2.986160354492891e-07
4,5951,904171136,0.30000000000000004,0.325,227,2.5105866684069863e-07
4,5951,904171136,0.325,0.35000000000000003,203,2.2451501924520626e-07
4,5951,904171136,0.35000000000000003,0.375,203,2.2451501924520626e-07
4,5951,904171136,0.375,0.4,147,1.6257984152239073e-07
4,5951,904171136,0.4,0.42500000000000004,168,1.8580553316844655e-07
4,5951,904171136,0.42500000000000004,0.45,154,1.7032173873774268e-07
4,5951,904171136,0.45,0.47500000000000003,157,1.736396946871792e-07
4,5951,904171136,0.47500000000000003,0.5,151,1.6700378278830612e-07
4,5951,904171136,0.5,0.525,117,1.2940028202802527e-07
4,5951,904171136,0.525,0.55,115,1.2718831139506758e-07
4,5951,904171136,0.55,0.5750000000000001,136,1.504140030411234e-07
4,5951,904171136,0.5750000000000001,0.6000000000000001,128,1.415661205092926e-07
4,5951,904171136,0.6000000000000001,0.625,126,1.3935414987633492e-07
4,5951,904171136,0.625,0.65,116,1.2829429671154644e-07
4,5951,904171136,0.65,0.675,93,1.0285663443253292e-07
4,5951,904171136,0.675,0.7000000000000001,103,1.1391648759732139e-07
4,5951,904171136,0.7000000000000001,0.7250000000000001,109,1.205523994961945e-07
4,5951,904171136,0.7250000000000001,0.75,92,1.0175064911605407e-07
4,5951,904171136,0.75,0.775,103,1.1391648759732139e-07
4,5951,904171136,0.775,0.8,114,1.2608232607858874e-07
4,5951,904171136,0.8,0.8250000000000001,110,1.2165838481267333e-07
4,5951,904171136,0.8250000000000001,0.8500000000000001,131,1.4488407645872917e-07
4,5951,904171136,0.8500000000000001,0.875,131,1.4488407645872917e-07
4,5951,904171136,0.875,0.9,162,1.7916962126957346e-07
4,5951,904171136,0.9,0.925,161,1.7806363595309463e-07
4,5951,904171136,0.925,0.9500000000000001,201,2.2230304861224856e-07
4,5951,904171136,0.9500000000000001,0.9750000000000001,299,3.306896096271757e-07
4,5951,904171136,0.9750000000000001,1.0,2004,2.2163945742236125e-06
5,5951,904171136,0.0,0.025,904151678,0.9999784797377119
5,5951,904171136,0.025,0.05,5283,5.842920426957757e-06
5,5951,904171136,0.05,0.07500000000000001,2481,2.743949570184023e-06
5,5951,904171136,0.07500000000000001,0.1,1490,1.6479181215534843e-06
5,5951,904171136,0.1,0.125,1050,1.161284582302791e-06
5,5951,904171136,0.125,0.15000000000000002,814,9.002720476137827e-07
5,5951,904171136,0.15000000000000002,0.17500000000000002,628,6.945587787487168e-07
5,5951,904171136,0.17500000000000002,0.2,510,5.640525114042127e-07
5,5951,904171136,0.2,0.225,416,4.60089891655201e-07
5,5951,904171136,0.225,0.25,367,4.058966111477374e-07
5,5951,904171136,0.25,0.275,268,2.964040648163314e-07
5,5951,904171136,0.275,0.30000000000000004,290,3.2073574177886607e-07
5,5951,904171136,0.30000000000000004,0.325,296,3.273716536777392e-07
5,5951,904171136,0.325,0.35000000000000003,232,2.565885934230929e-07
5,5951,904171136,0.35000000000000003,0.375,195,2.1566713671337547e-07
5,5951,904171136,0.375,0.4,186,2.0571326886506583e-07
5,5951,904171136,0.4,0.42500000000000004,186,2.0571326886506583e-07
5,5951,904171136,0.42500000000000004,0.45,157,1.736396946871792e-07
5,5951,904171136,0.45,0.47500000000000003,174,1.9244144506731963e-07
5,5951,904171136,0.47500000000000003,0.5,153,1.6921575342126382e-07
5,5951,904171136,0.5,0.525,130,1.437780911422503e-07
5,5951,904171136,0.525,0.55,123,1.3603619392689836e-07
5,5951,904171136,0.55,0.5750000000000001,111,1.227643701291522e-07
5,5951,904171136,0.5750000000000001,0.6000000000000001,138,1.526259736740811e-07
5,5951,904171136,0.6000000000000001,0.625,131,1.4488407645872917e-07
5,5951,904171136,0.625,0.65,115,1.2718831139506758e-07
5,5951,904171136,0.65,0.675,104,1.1502247291380025e-07
5,5951,904171136,0.675,0.7000000000000001,98,1.0838656101492715e-07
5,5951,904171136,0.7000000000000001,0.7250000000000001,113,1.2497634076210988e-07
5,5951,904171136,0.7250000000000001,0.75,113,1.2497634076210988e-07
5,5951,904171136,0.75,0.775,103,1.1391648759732139e-07
5,5951,904171136,0.775,0.8,95,1.0506860506549061e-07
5,5951,904171136,0.8,0.8250000000000001,124,1.3714217924337722e-07
5,5951,904171136,0.8250000000000001,0.8500000000000001,126,1.3935414987633492e-07
5,5951,904171136,0.8500000000000001,0.875,103,1.1391648759732139e-07
5,5951,904171136,0.875,0.9,141,1.5594392962351765e-07
5,5951,904171136,0.9,0.925,156,1.7253370937070037e-07
5,5951,904171136,0.925,0.9500000000000001,166,1.8359356253548885e-07
5,5951,904171136,0.9500000000000001,0.9750000000000001,285,3.152058151964718e-07
5,5951,904171136,0.9750000000000001,1.0,1807,1.9985154668772792e-06
6,5951,904171136,0.0,0.025,904149922,0.9999765376274962
6,5951,904171136,0.025,0.05,6159,6.811763564193228e-06
6,5951,904171136,0.05,0.07500000000000001,2846,3.147634210698803e-06
6,5951,904171136,0.07500000000000001,0.1,1686,1.8646912435833387e-06
6,5951,904171136,0.1,0.125,1175,1.299532746862647e-06
6,5951,904171136,0.125,0.15000000000000002,921,1.0186124764770195e-06
6,5951,904171136,0.15000000000000002,0.17500000000000002,656,7.255263676101246e-07
6,5951,904171136,0.17500000000000002,0.2,506,5.596285701382974e-07
6,5951,904171136,0.2,0.225,514,5.684764526701282e-07
6,5951,904171136,0.225,0.25,387,4.2801631747731437e-07
6,5951,904171136,0.25,0.275,347,3.8377690481816046e-07
6,5951,904171136,0.275,0.30000000000000004,297,3.28477638994218e-07
6,5951,904171136,0.30000000000000004,0.325,275,3.0414596203168337e-07
6,5951,904171136,0.325,0.35000000000000003,275,3.0414596203168337e-07
6,5951,904171136,0.35000000000000003,0.375,218,2.41104798992389e-07
6,5951,904171136,0.375,0.4,206,2.2783297519464279e-07
6,5951,904171136,0.4,0.42500000000000004,169,1.869115184849254e-07
6,5951,904171136,0.42500000000000004,0.45,179,1.9797137164971388e-07
6,5951,904171136,0.45,0.47500000000000003,161,1.7806363595309463e-07
6,5951,904171136,0.47500000000000003,0.5,164,1.8138159190253116e-07
6,5951,904171136,0.5,0.525,145,1.6036787088943304e-07
6,5951,904171136,0.525,0.55,110,1.2165838481267333e-07
6,5951,904171136,0.55,0.5750000000000001,141,1.5594392962351765e-07
6,5951,904171136,0.5750000000000001,0.6000000000000001,133,1.4709604709168686e-07
6,5951,904171136,0.6000000000000001,0.625,125,1.3824816455985606e-07
6,5951,904171136,0.625,0.65,121,1.3382422329394066e-07
6,5951,904171136,0.65,0.675,110,1.2165838481267333e-07
6,5951,904171136,0.675,0.7000000000000001,118,1.3050626734450414e-07
6,5951,904171136,0.7000000000000001,0.7250000000000001,104,1.1502247291380025e-07
6,5951,904171136,0.7250000000000001,0.75,113,1.2497634076210988e-07
6,5951,904171136,0.75,0.775,101,1.117045169643637e-07
6,5951,904171136,0.775,0.8,102,1.1281050228084255e-07
6,5951,904171136,0.8,0.8250000000000001,95,1.0506860506549061e-07
6,5951,904171136,0.8250000000000001,0.8500000000000001,102,1.1281050228084255e-07
6,5951,904171136,0.8500000000000001,0.875,127,1.4046013519281375e-07
6,5951,904171136,0.875,0.9,105,1.161284582302791e-07
6,5951,904171136,0.9,0.925,145,1.6036787088943304e-07
6,5951,904171136,0.925,0.9500000000000001,173,1.913354597508408e-07
6,5951,904171136,0.9500000000000001,0.9750000000000001,269,2.9751005013281026e-07
6,5951,904171136,0.9750000000000001,1.0,1634,1.8071800071264386e-06
7,5951,904171136,0.0,0.025,904148718,0.9999752060211752
7,5951,904171136,0.025,0.05,6741,7.455447018383918e-06
7,5951,904171136,0.05,0.07500000000000001,3121,3.451780172730486e-06
7,5951,904171136,0.07500000000000001,0.1,1893,2.0936302040944603e-06
7,5951,904171136,0.1,0.125,1275,1.410131278510532e-06
7,5951,904171136,0.125,0.15000000000000002,941,1.0407321828065966e-06
7,5951,904171136,0.15000000000000002,0.17500000000000002,746,8.25065046093221e-07
7,5951,904171136,0.17500000000000002,0.2,588,6.503193660895629e-07
7,5951,904171136,0.2,0.225,495,5.474627316570301e-07
7,5951,904171136,0.225,0.25,413,4.5677193570576443e-07
7,5951,904171136,0.25,0.275,361,3.992606992488643e-07
7,5951,904171136,0.275,0.30000000000000004,308,3.4064347747548536e-07
7,5951,904171136,0.30000000000000004,0.325,320,3.5391530127323153e-07
7,5951,904171136,0.325,0.35000000000000003,260,2.875561822845006e-07
7,5951,904171136,0.35000000000000003,0.375,212,2.344688870935159e-07
7,5951,904171136,0.375,0.4,187,2.0681925418154467e-07
7,5951,904171136,0.4,0.42500000000000004,166,1.8359356253548885e-07
7,5951,904171136,0.42500000000000004,0.45,167,1.846995478519677e-07
7,5951,904171136,0.45,0.47500000000000003,152,1.6810976810478498e-07
7,5951,904171136,0.47500000000000003,0.5,154,1.7032173873774268e-07
7,5951,904171136,0.5,0.525,116,1.2829429671154644e-07
7,5951,904171136,0.525,0.55,111,1.227643701291522e-07
7,5951,904171136,0.55,0.5750000000000001,139,1.5373195899055995e-07
7,5951,904171136,0.5750000000000001,0.6000000000000001,117,1.2940028202802527e-07
7,5951,904171136,0.6000000000000001,0.625,123,1.3603619392689836e-07
7,5951,904171136,0.625,0.65,116,1.2829429671154644e-07
7,5951,904171136,0.65,0.675,110,1.2165838481267333e-07
7,5951,904171136,0.675,0.7000000000000001,119,1.3161225266098297e-07
7,5951,904171136,0.7000000000000001,0.7250000000000001,99,1.09492546331406e-07
7,5951,904171136,0.7250000000000001,0.75,122,1.3493020861041953e-07
7,5951,904171136,0.75,0.775,94,1.0396261974901176e-07
7,5951,904171136,0.775,0.8,106,1.1723444354675795e-07
7,5951,904171136,0.8,0.8250000000000001,118,1.3050626734450414e-07
7,5951,904171136,0.8250000000000001,0.8500000000000001,116,1.2829429671154644e-07
7,5951,904171136,0.8500000000000001,0.875,112,1.2387035544563105e-07
7,5951,904171136,0.875,0.9,139,1.5373195899055995e-07
7,5951,904171136,0.9,0.925,157,1.736396946871792e-07
7,5951,904171136,0.925,0.9500000000000001,175,1.935474303837985e-07
7,5951,904171136,0.9500000000000001,0.9750000000000001,242,2.6764844658788133e-07
7,5951,904171136,0.9750000000000001,1.0,1487,1.6446001656040477e-06
8,5951,904171136,0.0,0.025,904147373,0.9999737184709245
8,5951,904171136,0.025,0.05,7481,8.273876152578266e-06
8,5951,904171136,0.05,0.07500000000000001,3386,3.7448662815973813e-06
8,5951,904171136,0.07500000000000001,0.1,2057,2.2750117959969916e-06
8,5951,904171136,0.1,0.125,1376,1.5218357954748955e-06
8,5951,904171136,0.125,0.15000000000000002,1020,1.1281050228084255e-06
8,5951,904171136,0.15000000000000002,0.17500000000000002,751,8.305949726756153e-07
8,5951,904171136,0.17500000000000002,0.2,621,6.86816881533365e-07
8,5951,904171136,0.2,0.225,534,5.905961589997051e-07
8,5951,904171136,0.225,0.25,416,4.60089891655201e-07
8,5951,904171136,0.25,0.275,372,4.1142653773013166e-07
8,5951,904171136,0.275,0.30000000000000004,314,3.472793893743584e-07
8,5951,904171136,0.30000000000000004,0.325,296,3.273716536777392e-07
8,5951,904171136,0.325,0.35000000000000003,264,2.91980123550416e-07
8,5951,904171136,0.35000000000000003,0.375,221,2.444227549418255e-07
8,5951,904171136,0.375,0.4,210,2.322569164605582e-07
8,5951,904171136,0.4,0.42500000000000004,199,2.2009107797929087e-07
8,5951,904171136,0.42500000000000004,0.45,180,1.9907735696619275e-07
8,5951,904171136,0.45,0.47500000000000003,188,2.0792523949802353e-07
8,5951,904171136,0.47500000000000003,0.5,114,1.2608232607858874e-07
8,5951,904171136,0.5,0.525,124,1.3714217924337722e-07
8,5951,904171136,0.525,0.55,135,1.4930801772464456e-07
8,5951,904171136,0.55,0.5750000000000001,142,1.5704991493999648e-07
8,5951,904171136,0.5750000000000001,0.6000000000000001,120,1.3271823797746183e-07
8,5951,904171136,0.6000000000000001,0.625,118,1.3050626734450414e-07
8,5951,904171136,0.625,0.65,111,1.227643701291522e-07
8,5951,904171136,0.65,0.675,113,1.2497634076210988e-07
8,5951,904171136,0.675,0.7000000000000001,102,1.1281050228084255e-07
8,5951,904171136,0.7000000000000001,0.7250000000000001,107,1.183404288632368e-07
8,5951,904171136,0.7250000000000001,0.75,94,1.0396261974901176e-07
8,5951,904171136,0.75,0.775,112,1.2387035544563105e-07
8,5951,904171136,0.775,0.8,102,1.1281050228084255e-07
8,5951,904171136,0.8,0.8250000000000001,108,1.1944641417971563e-07
8,5951,904171136,0.8250000000000001,0.8500000000000001,103,1.1391648759732139e-07
8,5951,904171136,0.8500000000000001,0.875,109,1.205523994961945e-07
8,5951,904171136,0.875,0.9,115,1.2718831139506758e-07
8,5951,904171136,0.9,0.925,139,1.5373195899055995e-07
8,5951,904171136,0.925,0.9500000000000001,180,1.9907735696619275e-07
8,5951,904171136,0.9500000000000001,0.9750000000000001,249,2.753903438032333e-07
8,5951,904171136,0.9750000000000001,1.0,1380,1.526259736740811e-06
9,5951,904171136,0.0,0.025,904146000,0.999972199953085
9,5951,904171136,0.025,0.05,8073,8.928619459933744e-06
9,5951,904171136,0.05,0.07500000000000001,3699,4.091039685655261e-06
9,5951,904171136,0.07500000000000001,0.1,2214,2.4486514906841705e-06
9,5951,904171136,0.1,0.125,1514,1.6744617691489767e-06
9,5951,904171136,0.125,0.15000000000000002,1098,1.2143718774937757e-06
9,5951,904171136,0.15000000000000002,0.17500000000000002,831,9.190737979939231e-07
9,5951,904171136,0.17500000000000002,0.2,675,7.465400886232227e-07
9,5951,904171136,0.2,0.225,551,6.093979093798455e-07
9,5951,904171136,0.225,0.25,457,5.054352896308338e-07
9,5951,904171136,0.25,0.275,391,4.3244025874322976e-07
9,5951,904171136,0.275,0.30000000000000004,355,3.9262478734999124e-07
9,5951,904171136,0.30000000000000004,0.325,298,3.2958362431069685e-07
9,5951,904171136,0.325,0.35000000000000003,263,2.9087413823393714e-07
9,5951,904171136,0.35000000000000003,0.375,219,2.4221078430886785e-07
9,5951,904171136,0.375,0.4,217,2.399988136759101e-07
9,5951,904171136,0.4,0.42500000000000004,183,2.0239531291562928e-07
9,5951,904171136,0.42500000000000004,0.45,193,2.1345516608041778e-07
9,5951,904171136,0.45,0.47500000000000003,165,1.8248757721901002e-07
9,5951,904171136,0.47500000000000003,0.5,168,1.8580553316844655e-07
9,5951,904171136,0.5,0.525,141,1.5594392962351765e-07
9,5951,904171136,0.525,0.55,140,1.5483794430703878e-07
9,5951,904171136,0.55,0.5750000000000001,140,1.5483794430703878e-07
9,5951,904171136,0.5750000000000001,0.6000000000000001,129,1.4267210582577147e-07
9,5951,904171136,0.6000000000000001,0.625,117,1.2940028202802527e-07
9,5951,904171136,0.625,0.65,103,1.1391648759732139e-07
9,5951,904171136,0.65,0.675,120,1.3271823797746183e-07
9,5951,904171136,0.675,0.7000000000000001,101,1.117045169643637e-07
9,5951,904171136,0.7000000000000001,0.7250000000000001,110,1.2165838481267333e-07
9,5951,904171136,0.7250000000000001,0.75,110,1.2165838481267333e-07
9,5951,904171136,0.75,0.775,93,1.0285663443253292e-07
9,5951,904171136,0.775,0.8,98,1.0838656101492715e-07
9,5951,904171136,0.8,0.8250000000000001,103,1.1391648759732139e-07
9,5951,904171136,0.8250000000000001,0.8500000000000001,102,1.1281050228084255e-07
9,5951,904171136,0.8500000000000001,0.875,102,1.1281050228084255e-07
9,5951,904171136,0.875,0.9,118,1.3050626734450414e-07
9,5951,904171136,0.9,0.925,137,1.5151998835760225e-07
9,5951,904171136,0.925,0.9500000000000001,154,1.7032173873774268e-07
9,5951,904171136,0.9500000000000001,0.9750000000000001,211,2.3336290177703704e-07
9,5951,904171136,0.9750000000000001,1.0,1243,1.3747397483832086e-06
10,5951,904171136,0.0,0.025,904144801,0.9999708738766905
10,5951,904171136,0.025,0.05,8525,9.428524822982184e-06
10,5951,904171136,0.05,0.07500000000000001,4015,4.440531045662577e-06
10,5951,904171136,0.07500000000000001,0.1,2410,2.665424612714025e-06
10,5951,904171136,0.1,0.125,1641,1.8149219043417905e-06
10,5951,904171136,0.125,0.15000000000000002,1166,1.2895788790143374e-06
10,5951,904171136,0.15000000000000002,0.17500000000000002,936,1.0352022562242022e-06
10,5951,904171136,0.17500000000000002,0.2,701,7.752957068516728e-07
10,5951,904171136,0.2,0.225,543,6.005500268480148e-07
10,5951,904171136,0.225,0.25,495,5.474627316570301e-07
10,5951,904171136,0.25,0.275,425,4.700437595035106e-07
10,5951,904171136,0.275,0.30000000000000004,365,4.036846405147797e-07
10,5951,904171136,0.30000000000000004,0.325,323,3.5723325722266806e-07
10,5951,904171136,0.325,0.35000000000000003,258,2.8534421165154295e-07
10,5951,904171136,0.35000000000000003,0.375,246,2.720723878537967e-07
10,5951,904171136,0.375,0.4,196,2.167731220298543e-07
10,5951,904171136,0.4,0.42500000000000004,180,1.9907735696619275e-07
10,5951,904171136,0.42500000000000004,0.45,188,2.0792523949802353e-07
10,5951,904171136,0.45,0.47500000000000003,181,2.0018334228267158e-07
10,5951,904171136,0.47500000000000003,0.5,159,1.758516653201369e-07
10,5951,904171136,0.5,0.525,142,1.5704991493999648e-07
10,5951,904171136,0.525,0.55,141,1.5594392962351765e-07
10,5951,904171136,0.55,0.5750000000000001,134,1.482020324081657e-07
10,5951,904171136,0.5750000000000001,0.6000000000000001,97,1.0728057569844831e-07
10,5951,904171136,0.6000000000000001,0.625,134,1.482020324081657e-07
10,5951,904171136,0.625,0.65,110,1.2165838481267333e-07
10,5951,904171136,0.65,0.675,118,1.3050626734450414e-07
10,5951,904171136,0.675,0.7000000000000001,111,1.227643701291522e-07
10,5951,904171136,0.7000000000000001,0.7250000000000001,97,1.0728057569844831e-07
10,5951,904171136,0.7250000000000001,0.75,99,1.09492546331406e-07
10,5951,904171136,0.75,0.775,94,1.0396261974901176e-07
10,5951,904171136,0.775,0.8,86,9.511473721718097e-08
10,5951,904171136,0.8,0.8250000000000001,87,9.622072253365982e-08
10,5951,904171136,0.8250000000000001,0.8500000000000001,112,1.2387035544563105e-07
10,5951,904171136,0.8500000000000001,0.875,126,1.3935414987633492e-07
10,5951,904171136,0.875,0.9,110,1.2165838481267333e-07
10,5951,904171136,0.9,0.925,137,1.5151998835760225e-07
10,5951,904171136,0.925,0.9500000000000001,143,1.5815590025647534e-07
10,5951,904171136,0.9500000000000001,0.9750000000000001,211,2.3336290177703704e-07
10,5951,904171136,0.9750000000000001,1.0,1093,1.2088419509113815e-06
11,5951,904171136,0.0,0.025,904143166,0.9999690655906981
11,5951,904171136,0.025,0.05,9382,1.0376354239204558e-05
11,5951,904171136,0.05,0.07500000000000001,4326,4.7844924790874985e-06
11,5951,904171136,0.07500000000000001,0.1,2594,2.868925910946133e-06
