block_position,num_distributions,vocab_values,bin_left,bin_right,count,rate
2,6058,920428288,0.5750000000000001,0.6000000000000001,144,1.564489074025504e-07
2,6058,920428288,0.6000000000000001,0.625,155,1.683998656069119e-07
2,6058,920428288,0.625,0.65,161,1.7491857008201816e-07
2,6058,920428288,0.65,0.675,145,1.5753535814840146e-07
2,6058,920428288,0.675,0.7000000000000001,142,1.5427600591084832e-07
2,6058,920428288,0.7000000000000001,0.7250000000000001,135,1.46670850689891e-07
2,6058,920428288,0.7250000000000001,0.75,143,1.5536245665669937e-07
2,6058,920428288,0.75,0.775,128,1.390656954689337e-07
2,6058,920428288,0.775,0.8,127,1.3797924472308265e-07
2,6058,920428288,0.8,0.8250000000000001,155,1.683998656069119e-07
2,6058,920428288,0.8250000000000001,0.8500000000000001,152,1.6514051336935877e-07
2,6058,920428288,0.8500000000000001,0.875,153,1.6622696411520982e-07
2,6058,920428288,0.875,0.9,130,1.412385969606358e-07
2,6058,920428288,0.9,0.925,157,1.70572767098614e-07
2,6058,920428288,0.925,0.9500000000000001,164,1.781779223195713e-07
2,6058,920428288,0.9500000000000001,0.9750000000000001,236,2.564023760208465e-07
2,6058,920428288,0.9750000000000001,1.0,725,7.876767907420073e-07
3,6058,920428288,0.0,0.025,920401683,0.9999710949779066
3,6058,920428288,0.025,0.05,8570,9.31088289194345e-06
3,6058,920428288,0.05,0.07500000000000001,3912,4.250195317769286e-06
3,6058,920428288,0.07500000000000001,0.1,2267,2.462983840844318e-06
3,6058,920428288,0.1,0.125,1646,1.7882979276708193e-06
3,6058,920428288,0.125,0.15000000000000002,1230,1.3363344173967848e-06
3,6058,920428288,0.15000000000000002,0.17500000000000002,873,9.484715011279619e-07
3,6058,920428288,0.17500000000000002,0.2,724,7.865903399961562e-07
3,6058,920428288,0.2,0.225,588,6.388330385604142e-07
3,6058,920428288,0.225,0.25,512,5.562627818757348e-07
3,6058,920428288,0.25,0.275,472,5.12804752041693e-07
3,6058,920428288,0.275,0.30000000000000004,393,4.269751431194605e-07
3,6058,920428288,0.30000000000000004,0.325,337,3.66133901351802e-07
3,6058,920428288,0.325,0.35000000000000003,349,3.7917131030201453e-07
3,6058,920428288,0.35000000000000003,0.375,271,2.944281521256331e-07
3,6058,920428288,0.375,0.4,240,2.607481790042507e-07
3,6058,920428288,0.4,0.42500000000000004,238,2.585752775125486e-07
3,6058,920428288,0.42500000000000004,0.45,213,2.314140088662725e-07
3,6058,920428288,0.45,0.47500000000000003,190,2.0642564171169846e-07
3,6058,920428288,0.47500000000000003,0.5,172,1.8686952828637966e-07
3,6058,920428288,0.5,0.525,184,1.9990693723659219e-07
3,6058,920428288,0.525,0.55,158,1.7165921784446504e-07
3,6058,920428288,0.55,0.5750000000000001,159,1.7274566859031607e-07
3,6058,920428288,0.5750000000000001,0.6000000000000001,165,1.7926437306542235e-07
3,6058,920428288,0.6000000000000001,0.625,135,1.46670850689891e-07
3,6058,920428288,0.625,0.65,141,1.5318955516499726e-07
3,6058,920428288,0.65,0.675,145,1.5753535814840146e-07
3,6058,920428288,0.675,0.7000000000000001,113,1.2276893428116804e-07
3,6058,920428288,0.7000000000000001,0.7250000000000001,114,1.2385538502701907e-07
3,6058,920428288,0.7250000000000001,0.75,143,1.5536245665669937e-07
3,6058,920428288,0.75,0.775,128,1.390656954689337e-07
3,6058,920428288,0.775,0.8,109,1.1842313129776386e-07
3,6058,920428288,0.8,0.8250000000000001,107,1.1625022980606176e-07
3,6058,920428288,0.8250000000000001,0.8500000000000001,114,1.2385538502701907e-07
3,6058,920428288,0.8500000000000001,0.875,132,1.4341149845233787e-07
3,6058,920428288,0.875,0.9,114,1.2385538502701907e-07
3,6058,920428288,0.9,0.925,153,1.6622696411520982e-07
3,6058,920428288,0.925,0.9500000000000001,168,1.825237253029755e-07
3,6058,920428288,0.9500000000000001,0.9750000000000001,221,2.4010561483308085e-07
3,6058,920428288,0.9750000000000001,1.0,705,7.659477758249864e-07
4,6058,920428288,0.0,0.025,920400025,0.99996929364257
4,6058,920428288,0.025,0.05,9568,1.0395160736302794e-05
4,6058,920428288,0.05,0.07500000000000001,4267,4.635885332546407e-06
4,6058,920428288,0.07500000000000001,0.1,2459,2.6715823840477185e-06
4,6058,920428288,0.1,0.125,1728,1.8773868888306048e-06
4,6058,920428288,0.125,0.15000000000000002,1248,1.3558905308221035e-06
4,6058,920428288,0.15000000000000002,0.17500000000000002,972,1.0560301249672152e-06
4,6058,920428288,0.17500000000000002,0.2,771,8.376535250511553e-07
4,6058,920428288,0.2,0.225,673,7.31181351957753e-07
4,6058,920428288,0.225,0.25,533,5.790782475386067e-07
4,6058,920428288,0.25,0.275,460,4.997673430914805e-07
4,6058,920428288,0.275,0.30000000000000004,399,4.3349384759456676e-07
4,6058,920428288,0.30000000000000004,0.325,389,4.226293401360563e-07
4,6058,920428288,0.325,0.35000000000000003,334,3.6287454911424887e-07
4,6058,920428288,0.35000000000000003,0.375,258,2.8030429242956947e-07
4,6058,920428288,0.375,0.4,264,2.8682299690467575e-07
4,6058,920428288,0.4,0.42500000000000004,233,2.5314302378329336e-07
4,6058,920428288,0.42500000000000004,0.45,213,2.314140088662725e-07
4,6058,920428288,0.45,0.47500000000000003,197,2.1403079693265577e-07
4,6058,920428288,0.47500000000000003,0.5,195,2.1185789544095369e-07
4,6058,920428288,0.5,0.525,140,1.5210310441914624e-07
4,6058,920428288,0.525,0.55,165,1.7926437306542235e-07
4,6058,920428288,0.55,0.5750000000000001,125,1.3580634323138057e-07
4,6058,920428288,0.5750000000000001,0.6000000000000001,138,1.4993020292744415e-07
4,6058,920428288,0.6000000000000001,0.625,132,1.4341149845233787e-07
4,6058,920428288,0.625,0.65,132,1.4341149845233787e-07
4,6058,920428288,0.65,0.675,128,1.390656954689337e-07
4,6058,920428288,0.675,0.7000000000000001,110,1.195095820436149e-07
4,6058,920428288,0.7000000000000001,0.7250000000000001,120,1.3037408950212535e-07
4,6058,920428288,0.7250000000000001,0.75,119,1.292876387562743e-07
4,6058,920428288,0.75,0.775,101,1.097315253309555e-07
4,6058,920428288,0.775,0.8,103,1.1190442682265758e-07
4,6058,920428288,0.8,0.8250000000000001,119,1.292876387562743e-07
4,6058,920428288,0.8250000000000001,0.8500000000000001,125,1.3580634323138057e-07
4,6058,920428288,0.8500000000000001,0.875,111,1.2059603278946593e-07
4,6058,920428288,0.875,0.9,135,1.46670850689891e-07
4,6058,920428288,0.9,0.925,141,1.5318955516499726e-07
4,6058,920428288,0.925,0.9500000000000001,128,1.390656954689337e-07
4,6058,920428288,0.9500000000000001,0.9750000000000001,196,2.1294434618680471e-07
4,6058,920428288,0.9750000000000001,1.0,634,6.888097728695622e-07
5,6058,920428288,0.0,0.025,920398451,0.9999675835690961
5,6058,920428288,0.025,0.05,10348,1.1242592318066609e-05
5,6058,920428288,0.05,0.07500000000000001,4576,4.97159861301438e-06
5,6058,920428288,0.07500000000000001,0.1,2703,2.936676366035373e-06
5,6058,920428288,0.1,0.125,1885,2.047959655929219e-06
5,6058,920428288,0.125,0.15000000000000002,1377,1.4960426770368884e-06
5,6058,920428288,0.15000000000000002,0.17500000000000002,1075,1.1679345517898728e-06
5,6058,920428288,0.17500000000000002,0.2,863,9.376069936694514e-07
5,6058,920428288,0.2,0.225,680,7.387865071787103e-07
5,6058,920428288,0.225,0.25,553,6.008072624556276e-07
5,6058,920428288,0.25,0.275,521,5.660408385883942e-07
5,6058,920428288,0.275,0.30000000000000004,394,4.2806159386531154e-07
5,6058,920428288,0.30000000000000004,0.325,360,3.9112226850637604e-07
5,6058,920428288,0.325,0.35000000000000003,302,3.281081252470154e-07
5,6058,920428288,0.35000000000000003,0.375,236,2.564023760208465e-07
5,6058,920428288,0.375,0.4,251,2.726991372086122e-07
5,6058,920428288,0.4,0.42500000000000004,219,2.3793271334137874e-07
5,6058,920428288,0.42500000000000004,0.45,187,2.0316628947414532e-07
5,6058,920428288,0.45,0.47500000000000003,192,2.0859854320340055e-07
5,6058,920428288,0.47500000000000003,0.5,182,1.977340357448901e-07
5,6058,920428288,0.5,0.525,174,1.8904242977808174e-07
5,6058,920428288,0.525,0.55,131,1.4232504770648682e-07
5,6058,920428288,0.55,0.5750000000000001,120,1.3037408950212535e-07
5,6058,920428288,0.5750000000000001,0.6000000000000001,131,1.4232504770648682e-07
5,6058,920428288,0.6000000000000001,0.625,122,1.3254699099382743e-07
5,6058,920428288,0.625,0.65,140,1.5210310441914624e-07
5,6058,920428288,0.65,0.675,138,1.4993020292744415e-07
5,6058,920428288,0.675,0.7000000000000001,99,1.0755862383925341e-07
5,6058,920428288,0.7000000000000001,0.7250000000000001,119,1.292876387562743e-07
5,6058,920428288,0.7250000000000001,0.75,116,1.2602828651872115e-07
5,6058,920428288,0.75,0.775,129,1.4015214621478474e-07
5,6058,920428288,0.775,0.8,111,1.2059603278946593e-07
5,6058,920428288,0.8,0.8250000000000001,92,9.995346861829609e-08
5,6058,920428288,0.8250000000000001,0.8500000000000001,117,1.271147372645722e-07
5,6058,920428288,0.8500000000000001,0.875,104,1.1299087756850863e-07
5,6058,920428288,0.875,0.9,82,8.908896115978565e-08
5,6058,920428288,0.9,0.925,124,1.347198924855295e-07
5,6058,920428288,0.925,0.9500000000000001,147,1.5970825964010354e-07
5,6058,920428288,0.9500000000000001,0.9750000000000001,178,1.9338823276148593e-07
5,6058,920428288,0.9750000000000001,1.0,559,6.073259669307338e-07
6,6058,920428288,0.0,0.025,920396798,0.9999657876660132
6,6058,920428288,0.025,0.05,11349,1.2330129514663504e-05
6,6058,920428288,0.05,0.07500000000000001,4973,5.4029195591172445e-06
6,6058,920428288,0.07500000000000001,0.1,2949,3.20394324951473e-06
6,6058,920428288,0.1,0.125,2034,2.2098408170610246e-06
6,6058,920428288,0.125,0.15000000000000002,1434,1.557970369550398e-06
6,6058,920428288,0.15000000000000002,0.17500000000000002,1105,1.2005280741654041e-06
6,6058,920428288,0.17500000000000002,0.2,848,9.213102324816858e-07
6,6058,920428288,0.2,0.225,682,7.409594086704124e-07
6,6058,920428288,0.225,0.25,523,5.682137400800963e-07
6,6058,920428288,0.25,0.275,483,5.247557102460545e-07
6,6058,920428288,0.275,0.30000000000000004,416,4.5196351027403454e-07
6,6058,920428288,0.30000000000000004,0.325,350,3.802577610478656e-07
6,6058,920428288,0.325,0.35000000000000003,290,3.150707162968029e-07
6,6058,920428288,0.35000000000000003,0.375,280,3.0420620883829247e-07
6,6058,920428288,0.375,0.4,234,2.542294745291444e-07
6,6058,920428288,0.4,0.42500000000000004,226,2.455378685623361e-07
6,6058,920428288,0.42500000000000004,0.45,199,2.1620369842435785e-07
6,6058,920428288,0.45,0.47500000000000003,178,1.9338823276148593e-07
6,6058,920428288,0.47500000000000003,0.5,183,1.9882048649074116e-07
6,6058,920428288,0.5,0.525,164,1.781779223195713e-07
6,6058,920428288,0.525,0.55,155,1.683998656069119e-07
6,6058,920428288,0.55,0.5750000000000001,141,1.5318955516499726e-07
6,6058,920428288,0.5750000000000001,0.6000000000000001,138,1.4993020292744415e-07
6,6058,920428288,0.6000000000000001,0.625,108,1.173366805519128e-07
6,6058,920428288,0.625,0.65,95,1.0321282085584923e-07
6,6058,920428288,0.65,0.675,121,1.3146054024797637e-07
6,6058,920428288,0.675,0.7000000000000001,88,9.560766563489191e-08
6,6058,920428288,0.7000000000000001,0.7250000000000001,104,1.1299087756850863e-07
6,6058,920428288,0.7250000000000001,0.75,88,9.560766563489191e-08
6,6058,920428288,0.75,0.775,86,9.343476414318983e-08
6,6058,920428288,0.775,0.8,103,1.1190442682265758e-07
6,6058,920428288,0.8,0.8250000000000001,98,1.0647217309340236e-07
6,6058,920428288,0.8250000000000001,0.8500000000000001,101,1.097315253309555e-07
6,6058,920428288,0.8500000000000001,0.875,115,1.2494183577287012e-07
6,6058,920428288,0.875,0.9,119,1.292876387562743e-07
6,6058,920428288,0.9,0.925,119,1.292876387562743e-07
6,6058,920428288,0.925,0.9500000000000001,135,1.46670850689891e-07
6,6058,920428288,0.9500000000000001,0.9750000000000001,172,1.8686952828637966e-07
6,6058,920428288,0.9750000000000001,1.0,504,5.475711759089264e-07
7,6058,920428288,0.0,0.025,920395741,0.9999646392875748
7,6058,920428288,0.025,0.05,11860,1.2885305845793388e-05
7,6058,920428288,0.05,0.07500000000000001,5315,5.774485714198301e-06
7,6058,920428288,0.07500000000000001,0.1,3055,3.319107028574941e-06
7,6058,920428288,0.1,0.125,2095,2.2761143125579384e-06
7,6058,920428288,0.125,0.15000000000000002,1478,1.6057742023678437e-06
7,6058,920428288,0.15000000000000002,0.17500000000000002,1085,1.1787990592483832e-06
7,6058,920428288,0.17500000000000002,0.2,907,9.854108264868974e-07
7,6058,920428288,0.2,0.225,705,7.659477758249864e-07
7,6058,920428288,0.225,0.25,587,6.377465878145632e-07
7,6058,920428288,0.25,0.275,480,5.214963580085014e-07
7,6058,920428288,0.275,0.30000000000000004,425,4.6174156698669393e-07
7,6058,920428288,0.30000000000000004,0.325,342,3.715661550810572e-07
7,6058,920428288,0.325,0.35000000000000003,295,3.2050297002605814e-07
7,6058,920428288,0.35000000000000003,0.375,271,2.944281521256331e-07
7,6058,920428288,0.375,0.4,256,2.781313909378674e-07
7,6058,920428288,0.4,0.42500000000000004,237,2.574888267666975e-07
7,6058,920428288,0.42500000000000004,0.45,201,2.1837659991605994e-07
7,6058,920428288,0.45,0.47500000000000003,177,1.9230178201563488e-07
7,6058,920428288,0.47500000000000003,0.5,161,1.7491857008201816e-07
7,6058,920428288,0.5,0.525,131,1.4232504770648682e-07
7,6058,920428288,0.525,0.55,153,1.6622696411520982e-07
7,6058,920428288,0.55,0.5750000000000001,146,1.586218088942525e-07
7,6058,920428288,0.5750000000000001,0.6000000000000001,133,1.4449794919818893e-07
7,6058,920428288,0.6000000000000001,0.625,120,1.3037408950212535e-07
7,6058,920428288,0.625,0.65,109,1.1842313129776386e-07
7,6058,920428288,0.65,0.675,107,1.1625022980606176e-07
7,6058,920428288,0.675,0.7000000000000001,105,1.1407732831435968e-07
7,6058,920428288,0.7000000000000001,0.7250000000000001,91,9.886701787244505e-08
7,6058,920428288,0.7250000000000001,0.75,108,1.173366805519128e-07
7,6058,920428288,0.75,0.775,111,1.2059603278946593e-07
7,6058,920428288,0.775,0.8,92,9.995346861829609e-08
7,6058,920428288,0.8,0.8250000000000001,85,9.234831339733879e-08
7,6058,920428288,0.8250000000000001,0.8500000000000001,75,8.148380593882834e-08
7,6058,920428288,0.8500000000000001,0.875,87,9.452121488904087e-08
7,6058,920428288,0.875,0.9,101,1.097315253309555e-07
7,6058,920428288,0.9,0.925,99,1.0755862383925341e-07
7,6058,920428288,0.925,0.9500000000000001,128,1.390656954689337e-07
7,6058,920428288,0.9500000000000001,0.9750000000000001,160,1.7383211933616713e-07
7,6058,920428288,0.9750000000000001,1.0,474,5.14977653533395e-07
8,6058,920428288,0.0,0.025,920394462,0.9999632497170708
8,6058,920428288,0.025,0.05,12558,1.3643648466397417e-05
8,6058,920428288,0.05,0.07500000000000001,5631,6.117804149887231e-06
8,6058,920428288,0.07500000000000001,0.1,3303,3.588546813546e-06
8,6058,920428288,0.1,0.125,2194,2.3836729363971918e-06
8,6058,920428288,0.125,0.15000000000000002,1450,1.5753535814840146e-06
8,6058,920428288,0.15000000000000002,0.17500000000000002,1196,1.2993950920378492e-06
8,6058,920428288,0.17500000000000002,0.2,876,9.51730853365515e-07
8,6058,920428288,0.2,0.225,734,7.974548474546666e-07
8,6058,920428288,0.225,0.25,615,6.681672086983924e-07
8,6058,920428288,0.25,0.275,491,5.334473162128628e-07
8,6058,920428288,0.275,0.30000000000000004,421,4.5739576400328976e-07
8,6058,920428288,0.30000000000000004,0.325,355,3.856900147771208e-07
8,6058,920428288,0.325,0.35000000000000003,287,3.1181136405924975e-07
8,6058,920428288,0.35000000000000003,0.375,284,3.0855201182169664e-07
8,6058,920428288,0.375,0.4,247,2.6835333422520797e-07
8,6058,920428288,0.4,0.42500000000000004,206,2.2380885364531516e-07
8,6058,920428288,0.42500000000000004,0.45,191,2.075120924575495e-07
8,6058,920428288,0.45,0.47500000000000003,183,1.9882048649074116e-07
8,6058,920428288,0.47500000000000003,0.5,124,1.347198924855295e-07
8,6058,920428288,0.5,0.525,152,1.6514051336935877e-07
8,6058,920428288,0.525,0.55,124,1.347198924855295e-07
8,6058,920428288,0.55,0.5750000000000001,126,1.368927939772316e-07
8,6058,920428288,0.5750000000000001,0.6000000000000001,109,1.1842313129776386e-07
8,6058,920428288,0.6000000000000001,0.625,118,1.2820118801042326e-07
8,6058,920428288,0.625,0.65,117,1.271147372645722e-07
8,6058,920428288,0.65,0.675,114,1.2385538502701907e-07
8,6058,920428288,0.675,0.7000000000000001,110,1.195095820436149e-07
8,6058,920428288,0.7000000000000001,0.7250000000000001,110,1.195095820436149e-07
8,6058,920428288,0.7250000000000001,0.75,98,1.0647217309340236e-07
8,6058,920428288,0.75,0.775,70,7.605155220957312e-08
8,6058,920428288,0.775,0.8,83,9.017541190563669e-08
8,6058,920428288,0.8,0.8250000000000001,106,1.1516377906021072e-07
8,6058,920428288,0.8250000000000001,0.8500000000000001,89,9.669411638074297e-08
8,6058,920428288,0.8500000000000001,0.875,92,9.995346861829609e-08
8,6058,920428288,0.875,0.9,76,8.257025668467938e-08
8,6058,920428288,0.9,0.925,109,1.1842313129776386e-07
8,6058,920428288,0.925,0.9500000000000001,123,1.3363344173967848e-07
8,6058,920428288,0.9500000000000001,0.9750000000000001,133,1.4449794919818893e-07
8,6058,920428288,0.9750000000000001,1.0,421,4.5739576400328976e-07
9,6058,920428288,0.0,0.025,920393363,0.9999620557077011
9,6058,920428288,0.025,0.05,13055,1.4183614487085386e-05
9,6058,920428288,0.05,0.07500000000000001,5931,6.443739373642545e-06
9,6058,920428288,0.07500000000000001,0.1,3512,3.815615019428868e-06
9,6058,920428288,0.1,0.125,2219,2.4108342050434678e-06
9,6058,920428288,0.125,0.15000000000000002,1632,1.7730876172289046e-06
9,6058,920428288,0.15000000000000002,0.17500000000000002,1138,1.2363809487784886e-06
9,6058,920428288,0.17500000000000002,0.2,916,9.951888831995568e-07
9,6058,920428288,0.2,0.225,768,8.343941728136022e-07
9,6058,920428288,0.225,0.25,622,6.757723639193497e-07
9,6058,920428288,0.25,0.275,515,5.595221341132879e-07
9,6058,920428288,0.275,0.30000000000000004,423,4.595686654949918e-07
9,6058,920428288,0.30000000000000004,0.325,356,3.8677646552297187e-07
9,6058,920428288,0.325,0.35000000000000003,308,3.346268297221217e-07
9,6058,920428288,0.35000000000000003,0.375,280,3.0420620883829247e-07
9,6058,920428288,0.375,0.4,230,2.4988367154574024e-07
9,6058,920428288,0.4,0.42500000000000004,191,2.075120924575495e-07
9,6058,920428288,0.42500000000000004,0.45,213,2.314140088662725e-07
9,6058,920428288,0.45,0.47500000000000003,176,1.9121533126978382e-07
9,6058,920428288,0.47500000000000003,0.5,165,1.7926437306542235e-07
9,6058,920428288,0.5,0.525,148,1.607947103859546e-07
9,6058,920428288,0.525,0.55,120,1.3037408950212535e-07
9,6058,920428288,0.55,0.5750000000000001,116,1.2602828651872115e-07
9,6058,920428288,0.5750000000000001,0.6000000000000001,132,1.4341149845233787e-07
9,6058,920428288,0.6000000000000001,0.625,112,1.2168248353531698e-07
9,6058,920428288,0.625,0.65,92,9.995346861829609e-08
9,6058,920428288,0.65,0.675,95,1.0321282085584923e-07
9,6058,920428288,0.675,0.7000000000000001,82,8.908896115978565e-08
9,6058,920428288,0.7000000000000001,0.7250000000000001,74,8.03973551929773e-08
9,6058,920428288,0.7250000000000001,0.75,78,8.474315817638147e-08
9,6058,920428288,0.75,0.775,94,1.0212637010999819e-07
9,6058,920428288,0.775,0.8,91,9.886701787244505e-08
9,6058,920428288,0.8,0.8250000000000001,89,9.669411638074297e-08
9,6058,920428288,0.8250000000000001,0.8500000000000001,81,8.80025104139346e-08
9,6058,920428288,0.8500000000000001,0.875,88,9.560766563489191e-08
9,6058,920428288,0.875,0.9,86,9.343476414318983e-08
9,6058,920428288,0.9,0.925,112,1.2168248353531698e-07
9,6058,920428288,0.925,0.9500000000000001,94,1.0212637010999819e-07
9,6058,920428288,0.9500000000000001,0.9750000000000001,116,1.2602828651872115e-07
9,6058,920428288,0.9750000000000001,1.0,375,4.074190296941417e-07
10,6058,920428288,0.0,0.025,920391937,0.9999605064289375
10,6058,920428288,0.025,0.05,14056,1.527115168368228e-05
10,6058,920428288,0.05,0.07500000000000001,6251,6.791403612314879e-06
10,6058,920428288,0.07500000000000001,0.1,3616,3.928605896997377e-06
10,6058,920428288,0.1,0.125,2371,2.5759747184128265e-06
10,6058,920428288,0.125,0.15000000000000002,1620,1.7600502082786922e-06
10,6058,920428288,0.15000000000000002,0.17500000000000002,1132,1.2298622443033823e-06
10,6058,920428288,0.17500000000000002,0.2,929,1.0093127428956203e-06
10,6058,920428288,0.2,0.225,765,8.311348205760491e-07
10,6058,920428288,0.225,0.25,606,6.58389151985733e-07
10,6058,920428288,0.25,0.275,518,5.62781486350841e-07
10,6058,920428288,0.275,0.30000000000000004,445,4.834705819037148e-07
10,6058,920428288,0.30000000000000004,0.325,363,3.9438162074392915e-07
10,6058,920428288,0.325,0.35000000000000003,304,3.3028102673871753e-07
10,6058,920428288,0.35000000000000003,0.375,298,3.2376232226361125e-07
10,6058,920428288,0.375,0.4,232,2.520565730374423e-07
10,6058,920428288,0.4,0.42500000000000004,201,2.1837659991605994e-07
10,6058,920428288,0.42500000000000004,0.45,180,1.9556113425318802e-07
10,6058,920428288,0.45,0.47500000000000003,164,1.781779223195713e-07
10,6058,920428288,0.47500000000000003,0.5,176,1.9121533126978382e-07
10,6058,920428288,0.5,0.525,147,1.5970825964010354e-07
10,6058,920428288,0.525,0.55,127,1.3797924472308265e-07
10,6058,920428288,0.55,0.5750000000000001,118,1.2820118801042326e-07
10,6058,920428288,0.5750000000000001,0.6000000000000001,113,1.2276893428116804e-07
10,6058,920428288,0.6000000000000001,0.625,108,1.173366805519128e-07
10,6058,920428288,0.625,0.65,95,1.0321282085584923e-07
10,6058,920428288,0.65,0.675,78,8.474315817638147e-08
10,6058,920428288,0.675,0.7000000000000001,88,9.560766563489191e-08
10,6058,920428288,0.7000000000000001,0.7250000000000001,80,8.691605966808356e-08
10,6058,920428288,0.7250000000000001,0.75,72,7.82244537012752e-08
10,6058,920428288,0.75,0.775,92,9.995346861829609e-08
10,6058,920428288,0.775,0.8,72,7.82244537012752e-08
10,6058,920428288,0.8,0.8250000000000001,79,8.582960892223252e-08
10,6058,920428288,0.8250000000000001,0.8500000000000001,87,9.452121488904087e-08
10,6058,920428288,0.8500000000000001,0.875,72,7.82244537012752e-08
10,6058,920428288,0.875,0.9,81,8.80025104139346e-08
10,6058,920428288,0.9,0.925,90,9.778056712659401e-08
10,6058,920428288,0.925,0.9500000000000001,97,1.0538572234755132e-07
10,6058,920428288,0.9500000000000001,0.9750000000000001,113,1.2276893428116804e-07
10,6058,920428288,0.9750000000000001,1.0,315,3.4223198494307903e-07
11,6058,920428288,0.0,0.025,920390309,0.9999587376871233
11,6058,920428288,0.025,0.05,14959,1.6252216707185775e-05
11,6058,920428288,0.05,0.07500000000000001,6651,7.225983910655297e-06
11,6058,920428288,0.07500000000000001,0.1,3853,4.186094723764075e-06
11,6058,920428288,0.1,0.125,2488,2.703089455677399e-06
